,Pokemon,physiology
0,Alakazam,Alakazam is a human-like Pokémon
1,Alakazam," It is colored yellow and brown, and it has some fox-like features"
2,Alakazam," It is also shown carrying two spoons, which it uses to fight with strong, telekinetic powers"
3,Alakazam," Like Kadabra, Alakazam's gender can be identified by the length of its mustache"
0,Machop,Machop is a bluish-gray Pokémon with large arm muscles
1,Machop," It has three brown ridges on its head, rib-like protrusions on its sides, has a tail, and resembles a human child"
0,Machoke,Machoke is a very muscular Pokémon that is purplish-gray in color
1,Machoke, It has lost its tail and has become more human-like
2,Machoke," Its arms have exposed veins which express its phenomenal power, and it wears a belt to contain this power"
0,Machamp,"Machamp is a large, four-armed humanoid Pokémon"
1,Machamp," Machamp's physical appearance is similar to Machoke's, except without the snout, red lines on its arms, and the belt"
2,Machamp," It is bluish-gray in color unlike its pre-evolution, Machoke, which is purple in color"
0,Bellsprout,Bellsprout is a plant-like Pokémon resembling a pitcher plant
1,Bellsprout, The body is a thin brown root and stem system with secondary roots making up Bellsprout's legs
2,Bellsprout, It has two leaves on each side of its body
3,Bellsprout," Its head is yellow and shaped like a bulb while the tip of its mouth is colored pink, resembling lips"
0,Weepinbell,Weepinbell is a plant Pokémon
1,Weepinbell," It lacks legs, so it hovers in the air"
2,Weepinbell, The head of Weepinbell is yellow with three yellow-green spots on it
3,Weepinbell, On the top of its head is a vine
4,Weepinbell," It somewhat resembles a venus flytrap-like plant, just like Victreebel"
0,Victreebel,"Victreebel's body greatly resembles its pre-evolution Weepinbell, having a yellow bulbous head with dark green spots"
1,Victreebel," It also sports two eyes close to its large mouth, which has a pink tip that resembles lips"
2,Victreebel, It has two green leaves at the sides of its body
3,Victreebel, Inside its mouth are two fangs
4,Victreebel, A brown vine is also connected to the back of its body which sports a yellow bulb on one end and a large leaf covering its mouth on the other
0,Tentacool,Tentacool is an aquatic Pokémon based on the box jellyfish
1,Tentacool," Tentacool have two long tentacles that extend from the base of its large, blue head"
2,Tentacool, There are three red gems on this Pokémon's head: two on the sides of its head and one on its forehead
0,Tentacruel,Tentacruel has only a few differences from its pre-evolved form
1,Tentacruel, It now has 14 long tentacles
2,Tentacruel," It also has a beak; the mouthparts are on the front and back of Tentacruel's head, resembling blue pincers"
3,Tentacruel," Also, as seen in the image above, Tentacruel has two huge eyes below its head"
0,Geodude,"Geodude has a rock for a head, no nose, and two long arms that start with a bulging muscle and end with rock hands resembling a human's"
1,Geodude,"Alolan Geodude are slate gray with black eyebrows and three-fingered hands (the middle, ring and pinky fingers are now one)"
0,Graveler,Graveler has four arms which can curl up to its body to roll at any time
1,Graveler, Above its eyes is a wide rock crest
2,Graveler," Unlike its pre-evolved form, Graveler has feet"
0,Golem,Golem's body resembles a large boulder
1,Golem, It has claws on its hands and feet
2,Golem,An Alolan Golem is much different than its Kantonian counterpart
3,Golem, Two crystalline formations protrude from Golem's back while what appear to be a mustache and beard are actually iron filings
4,Golem, Golem's arms are much shorter as well
0,Ponyta,Ponyta is a horse Pokémon that has cream colored fur
1,Ponyta," Rather than having a fur mane, Ponyta has one made of fire, which burns when it is happy or excited"
2,Ponyta, On its heels are streaks of fire
3,Ponyta," About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance"
4,Ponyta,Galarian Ponyta is white and its mane resembles light blue and purple clouds
5,Ponyta, The fire on its legs are replaced with purple fluffy fur
6,Ponyta," While Kantonian Ponyta lack horns, Galarian Ponyta has a black horn with a single white stripe"
7,Ponyta, It is said that they changed type and appearance over generations after being exposed to the energy in the Galarian forests
0,Rapidash,"Rapidash is a cream-colored, equine Pokémon with red eyes and a long horn atop its head, similar to a unicorn"
1,Rapidash," Its mane and tail are comprised of red and yellow flames, while smaller embers trail from its fetlocks"
0,Slowpoke,Slowpoke is a mostly pink Pokémon
1,Slowpoke," It stands on four legs, and has a long tail that is used like a fishing pole"
2,Slowpoke, Its mouth is a pale brown color
3,Slowpoke,Galarian Slowpoke's appearance is a result of particles being built from eating Galarica seeds
4,Slowpoke, The main difference is that it has gained yellow markings on its forehead and tail
5,Slowpoke, Its limbs are more generally spread out while its tail remains closer to the ground rather than in a curved shape like Kantonian Slowpoke
0,Slowbro,"Slowbro is a bipedal, pink Pokémon with a tan, striped belly and a tan muzzle"
1,Slowbro," It has large, vacant eyes, curled ears, and two pointed teeth protruding from its upper jaw"
2,Slowbro," On its hands, it has three clawed fingers, and two clawed toes on its feet"
3,Slowbro, There is a Shellder attached to its tail
4,Slowbro," This Shellder has a gray, spiraled shell with darker gray spots"
5,Slowbro," There are several spikes across the surface of the Shellder, and it holds onto Slowbro with many sharp teeth"
0,Magnemite,Magnemite has light bluish-gray steel body in the shape of a sphere which is kept bound together with the two screws and one large screw at the top of its head
1,Magnemite, It has one big eye that is as big as the magnets it uses; which can launch electric attacks
2,Magnemite," On the side of its body are two horseshoe magnets which expel antigravity, allowing it to float in mid-air"
0,Magneton,"Magneton is simply the result of three Magnemite linked together through a strong, magnetic force"
1,Magneton, The Magnemite that make up Magneton are usually linked together in a triangle formation (with two on the bottom and one on top)
2,Magneton," However, some 3-D games (usually the Stadium series) depict Magneton as three separate Magnemite"
0,Farfetch'd,Farfetch'd is an avian Pokémon that bears a resemblance to a duck
1,Farfetch'd, It is brown in color; contrasted with a yellow bill and white underbelly
2,Farfetch'd," The wings of a Farfetch'd show a dexterous quality, as they are equally adapted to manipulate objects much like hands in addition of being used for flight"
3,Farfetch'd," Farfetch'd has webbed feet, a characteristic common with most ducks"
4,Farfetch'd, Its face is adorned with a black V-shaped marking along with a trio of feathers that crown its head
5,Farfetch'd," It is also holding a leek stalk, which it brandishes as a weapon"
6,Farfetch'd,Galarian Farfetch'd have darker brown feathers and carry a larger leek
7,Farfetch'd, It also has a more serious expression
0,Doduo,"Doduo is a tall, bird Pokémon resembling an ostrich"
1,Doduo, It has two heads that are exactly identical
2,Doduo, Doduo is covered in brown down and has large taloned feet
0,Dodrio,Dodrio is an ostrich-like Pokémon
1,Dodrio, It has three heads that each have a black V-shaped crest on top
2,Dodrio, Its body is nearly all covered in brown down
3,Dodrio, It has large clawed feet
4,Dodrio, Its tail is made up of large red feathers
5,Dodrio, Even though no wings are seen it is still part Flying type
6,Dodrio," Unlike its pre-evolved form named Doduo, the faces on Dodrio's faces look different, with each one representing an emotion: joy, sadness, and anger"
0,Seel,"Seel is a chubby pinniped Pokémon with a thick, fatty hide covered in bluish white fur"
1,Seel, It has a pale tan maw with a large red tongue and a pair of tusks on its lower jaw
2,Seel, It has circular eyes and a black nose that is capable of closing when it swims
3,Seel," There is a small horn on its forehead, which it uses in combination with its tusks to bore through ice floes"
4,Seel," It has two flippers on its chest, and two more on the end of its tail"
5,Seel," When the tail is raised, it resembles a waterspout"
0,Dewgong,"Dewgong is a long, somewhat plump, completely white Pokémon"
1,Dewgong, It has billowing fins
2,Dewgong, There is also a horn on its head that is useful for bashing through thick ice
3,Dewgong, It is somewhat just a more elegant version of Seel
0,Grimer,Grimer was created when sludge in a dirty stream was exposed to the moon's X-rays
1,Grimer," It is composed primarily of putrid, hardened sludge and grime"
2,Grimer," It smells incredibly foul, and can influence the abandonment of entire cities due to its polluting nature－even weeds don't grow where a Grimer has appeared"
3,Grimer," Grimer thrives in filthy areas, such as factories, garbage dumps, sewers and polluted water systems"
4,Grimer," It survives and matures by sucking up polluted sludge that is pumped out of factories, adding toxic waste to its already toxic girth"
5,Grimer,"Alolan Grimer's body structure is largely the same as Kantonian Grimer, though its appearance is different"
6,Grimer, It has a dark green body with a yellow streak across its lower lip that extends all around its head
